0.000000	0.000000
0.000100	0.272952
0.000200	0.525175
0.000300	0.737513
0.000400	0.893841
0.000500	0.982287
0.000600	0.996134
0.000700	0.934329
0.000800	0.801567
0.000900	0.607930
0.001000	0.368124
0.001100	0.100362
0.001200	-0.175023
0.001300	-0.437116
0.001400	-0.666012
0.001500	-0.844328
0.001600	-0.958522
0.001700	-0.999921
0.001800	-0.965382
0.001900	-0.857527
0.002000	-0.684547
0.002100	-0.459580
0.002200	-0.199710
0.002300	0.075327
0.002400	0.344643
0.002500	0.587785
0.002600	0.786288
0.002700	0.925077
0.002800	0.993611
0.002900	0.986686
0.003000	0.904827
0.003100	0.754251
0.003200	0.546395
0.003300	0.297042
0.003400	0.025130
0.003500	-0.248690
0.003600	-0.503623
0.003700	-0.720309
0.003800	-0.882291
0.003900	-0.977268
0.004000	-0.998027
0.004100	-0.942991
0.004200	-0.816339
0.004300	-0.627691
0.004400	-0.391374
0.004500	-0.125334
0.004600	0.150226
0.004700	0.414375
0.004800	0.647056
0.004900	0.830596
0.005000	0.951056
0.005100	0.999290
0.005200	0.971632
0.005300	0.870184
0.005400	0.702650
0.005500	0.481754
0.005600	0.224271
0.005700	-0.050245
0.005800	-0.320943
0.005900	-0.567269
0.006000	-0.770513
0.006100	-0.915241
0.006200	-0.990461
0.006300	-0.990461
0.006400	-0.915241
0.006500	-0.770513
0.006600	-0.567269
0.006700	-0.320944
0.006800	-0.050244
0.006900	0.224271
0.007000	0.481754
0.007100	0.702650
0.007200	0.870184
0.007300	0.971632
0.007400	0.999289
0.007500	0.951057
0.007600	0.830596
0.007700	0.647056
0.007800	0.414376
0.007900	0.150227
0.008000	-0.125334
0.008100	-0.391374
0.008200	-0.627691
0.008300	-0.816339
0.008400	-0.942990
0.008500	-0.998027
0.008600	-0.977268
0.008700	-0.882291
0.008800	-0.720309
0.008900	-0.503624
0.009000	-0.248691
0.009100	0.025131
0.009200	0.297042
0.009300	0.546394
0.009400	0.754251
0.009500	0.904827
0.009600	0.986686
0.009700	0.993611
0.009800	0.925077
0.009900	0.786288
0.010000	0.587786
0.010100	0.344644
0.010200	0.075326
0.010300	-0.199711
0.010400	-0.459580
0.010500	-0.684547
0.010600	-0.857526
0.010700	-0.965382
0.010800	-0.999921
0.010900	-0.958522
0.011000	-0.844328
0.011100	-0.666012
0.011200	-0.437117
0.011300	-0.175022
0.011400	0.100362
0.011500	0.368125
0.011600	0.607930
0.011700	0.801566
0.011800	0.934329
0.011900	0.996134
0.012000	0.982287
0.012100	0.893842
0.012200	0.737514
0.012300	0.525176
0.012400	0.272951
0.012500	-0.000001
0.012600	-0.272952
0.012700	-0.525174
0.012800	-0.737513
0.012900	-0.893842
0.013000	-0.982287
0.013100	-0.996134
0.013200	-0.934329
0.013300	-0.801567
0.013400	-0.607931
0.013500	-0.368124
0.013600	-0.100361
0.013700	0.175023
0.013800	0.437115
0.013900	0.666011
0.014000	0.844329
0.014100	0.958522
0.014200	0.999921
0.014300	0.965382
0.014400	0.857527
0.014500	0.684548
0.014600	0.459579
0.014700	0.199710
0.014800	-0.075327
0.014900	-0.344642
0.015000	-0.587785
0.015100	-0.786289
0.015200	-0.925077
0.015300	-0.993611
0.015400	-0.986686
0.015500	-0.904827
0.015600	-0.754252
0.015700	-0.546396
0.015800	-0.297044
0.015900	-0.025128
0.016000	0.248692
0.016100	0.503625
0.016200	0.720310
0.016300	0.882292
0.016400	0.977268
0.016500	0.998027
0.016600	0.942991
0.016700	0.816340
0.016800	0.627693
0.016900	0.391376
0.017000	0.125331
0.017100	-0.150228
0.017200	-0.414377
0.017300	-0.647057
0.017400	-0.830596
0.017500	-0.951057
0.017600	-0.999289
0.017700	-0.971632
0.017800	-0.870184
0.017900	-0.702651
0.018000	-0.481756
0.018100	-0.224268
0.018200	0.050246
0.018300	0.320945
0.018400	0.567270
0.018500	0.770514
0.018600	0.915241
0.018700	0.990461
0.018800	0.990462
0.018900	0.915242
0.019000	0.770514
0.019100	0.567271
0.019200	0.320941
0.019300	0.050242
0.019400	-0.224272
0.019500	-0.481755
0.019600	-0.702650
0.019700	-0.870184
0.019800	-0.971632
0.019900	-0.999290
0.020000	-0.951057
0.020100	-0.830597
0.020200	-0.647058
0.020300	-0.414373
0.020400	-0.150224
0.020500	0.125335
0.020600	0.391375
0.020700	0.627692
0.020800	0.816339
0.020900	0.942990
0.021000	0.998027
0.021100	0.977268
0.021200	0.882292
0.021300	0.720311
0.021400	0.503621
0.021500	0.248688
0.021600	-0.025132
0.021700	-0.297043
0.021800	-0.546395
0.021900	-0.754251
0.022000	-0.904827
0.022100	-0.986686
0.022200	-0.993611
0.022300	-0.925078
0.022400	-0.786290
0.022500	-0.587783
0.022600	-0.344641
0.022700	-0.075325
0.022800	0.199711
0.022900	0.459580
0.023000	0.684547
0.023100	0.857526
0.023200	0.965381
0.023300	0.999921
0.023400	0.958522
0.023500	0.844329
0.023600	0.666010
0.023700	0.437114
0.023800	0.175022
0.023900	-0.100363
0.024000	-0.368125
0.024100	-0.607930
0.024200	-0.801567
0.024300	-0.934329
0.024400	-0.996134
0.024500	-0.982288
0.024600	-0.893842
0.024700	-0.737511
0.024800	-0.525173
0.024900	-0.272951
0.025000	0.000001
0.025100	0.272952
0.025200	0.525175
0.025300	0.737513
0.025400	0.893841
0.025500	0.982287
